,Date,Count,WeekDate,WeekCount,Mean
399,2016-01-10,4291.0,2016-01-04,15315.0,2187.714285714286
400,2016-01-11,2265.0,2016-01-11,27207.0,3886.714285714286
401,2016-01-12,923.0,2016-01-11,27207.0,3886.714285714286
402,2016-01-13,7798.0,2016-01-11,27207.0,3886.714285714286
403,2016-01-14,4080.0,2016-01-11,27207.0,3886.714285714286
404,2016-01-15,2866.0,2016-01-11,27207.0,3886.714285714286
405,2016-01-16,5922.0,2016-01-11,27207.0,3886.714285714286
406,2016-01-17,3353.0,2016-01-11,27207.0,3886.714285714286
407,2016-01-18,500.0,2016-01-18,29141.0,4163.0
408,2016-01-19,8278.0,2016-01-18,29141.0,4163.0
409,2016-01-20,8401.0,2016-01-18,29141.0,4163.0
410,2016-01-21,779.0,2016-01-18,29141.0,4163.0
411,2016-01-22,2264.0,2016-01-18,29141.0,4163.0
412,2016-01-23,2513.0,2016-01-18,29141.0,4163.0
